gvkey,datadate,tic,AP,AT,BV,COGS,EMP,IBE,OCF,PPE,REC,SALE,XOPR,MV,2_digit_sic
1448,20141231,AXP1,888,32840,2389,202,0.008,353,151,0,32320,929,202,,61
1448,20151231,AXP1,1727,33285,2119,165,0.006,214,613,0,32825,755,165,,61
1448,20161231,AXP1,1517,31936,2209,151,0.006,197,821,0,30235,718,151,,61
1449,20121231,AFL,6277,131094,,,8.965,2866,,1022,,25411,,,63
1449,20121231,AFL,10311,131094,15978,20741,8.965,2866,14952,1022,1818,25364,20741,,63
1449,20131231,AFL,9583,121307,14620,18774,9.141,3158,10547,941,2575,23939,18774,,63
1449,20131231,AFL,5820,121307,,,9.141,3158,,941,,24017,,,63
1449,20141231,AFL,2193,119767,,,9.525,2951,,866,,22808,,,63
1449,20141231,AFL,5823,119767,18347,17873,9.525,2951,6550,866,2442,22728,17873,,63
1449,20151231,AFL,941,118296,,,9.915,2533,,895,,20967,,25420.362,63
1449,20151231,AFL,4743,118296,17708,16447,9.915,2533,6776,895,2396,20872,16447,25420.362,63
1449,20161231,AFL,526,129819,,,10.212,2659,,942,,22666,,28244.376,63
1449,20161231,AFL,4571,129819,20482,18039,10.212,2659,5987,942,3457,22559,18039,28244.376,63
1487,20121231,AIG,0,548633,,,63,7490,,2213,,66260,,,63
1487,20121231,AIG,,548633,98002,48650,63,7490,3613,,62120,65890,48650,,63
1487,20131231,AIG,,541329,100470,51491,64,9001,5841,,60438,67375,51491,,63
1487,20131231,AIG,,541329,,,64,9001,,2315,,68026,,,63
1487,20141231,AIG,,515581,106898,47654,65,7579,5095,,61692,63004,47654,77065.6713,63
1487,20141231,AIG,,515581,,,65,7579,,2700,,64116,,77065.6713,63
1487,20151231,AIG,,496943,,,66.4,2196,,3135,,58750,,,63
1487,20151231,AIG,,496943,89658,48052,66.4,2196,2877,,64052,57817,48052,,63
1487,20161231,AIG,,498264,76300,46721,56.4,-759,2276,,68101,53549,46721,65005.3942,63
1487,20161231,AIG,,498264,,,56.4,-759,,2660,,53321,,65005.3942,63
1491,20121231,HAIPF,104.46,708.08,217.01,442.035,,1.143,36.03,717.211,161.666,530.451,496.079,235.4125,26
1491,20131231,HAIPF,89.913,684.071,210.687,447.718,1.772,-21.458,46.79,763.563,153.034,523.957,506.58,232.1549,26
1491,20141231,HAIPF,78.227,623.254,149.885,381.756,1.756,-39.629,22.665,661.403,141.193,450.06,434.375,85.3593,26
1491,20151231,HAIPF,73.273,656.126,251.68,365.869,1.682,50.419,49.945,568.35,129.328,446.803,413.172,181.9725,26
1496,20121231,ALGI,1.856,9.963,2.972,9.038,0.108,-0.615,-0.078,12.096,2.386,13.676,12.964,2.9016,25
1496,20131231,ALGI,2.496,8.956,0.626,10.796,0.12,-2.821,-0.621,12.643,2.097,14.626,15.523,3.2897,25
1507,20121231,HYEM,,,,,,,,,,,,,67
1507,20131231,HYEM,,,,,,,,,,,,,67
1507,20141231,HYEM,,,,,,,,,,,,,67
1507,20151231,HYEM,,,,,,,,,,,,,67
1507,20161231,HYEM,,,,,,,,,,,,,67
1526,20121231,ANAT,0,23107.074,,,3.075,191.041,,92.695,,2987.06,,1832.6987,63
1526,20121231,ANAT,1340.366,23107.074,3827.836,2678.742,3.075,191.041,476.741,,4462.425,2987.06,2678.742,1832.6987,63
1526,20131231,ANAT,1297.646,23324.883,4190.574,2725.564,3.078,268.372,545.108,,4604.658,3119.21,2725.564,3080.5533,63
1526,20131231,ANAT,0,23324.883,,,3.078,268.372,,107.07,,3119.21,,3080.5533,63
1526,20141231,ANAT,1297.708,23552.036,4432.13,2683.43,3.138,247.193,556.785,,4669.418,3050.59,2683.43,3070.3947,63
1526,20141231,ANAT,0,23552.036,,,3.138,247.193,,110.794,,3050.59,,3070.3947,63
1526,20151231,ANAT,1280.011,23746.962,4452.282,2708.194,4.736,242.988,379.458,,4771.663,3017.455,2708.194,2750.4494,63
1526,20151231,ANAT,0,23746.962,,,4.736,242.988,,120.68,,3017.455,,2750.4494,63
1526,20161231,ANAT,1303.925,24533.222,4652.178,2983.496,4.597,181.003,401.577,,5672.807,3227.951,2983.496,3353.8782,63
1526,20161231,ANAT,0,24533.222,,,4.597,181.003,,116.028,,3227.951,,3353.8782,63
1545,20121231,ARL,107.236,1135.345,16.931,69.579,0,-10.179,-23.111,1089.866,103.469,134.133,80.697,,65
1545,20121231,ARL,107.236,1135.345,,,0,-10.179,,0,,147.569,,,65
1545,20131231,ARL,73.271,943.322,53.297,57.852,0,-20.468,-42.162,829.245,150.901,109.081,84.766,,65
1545,20131231,ARL,73.271,943.322,,,0,-20.468,,0,,118.913,,,65
1545,20141231,ARL,52.442,965.498,99.727,54.736,0,-7.024,-37.968,831.54,155.78,99.466,65.018,,65
1545,20141231,ARL,52.442,965.498,,,0,-7.024,,0,,101.697,,,65
1545,20151231,ARL,44.383,1117.368,,,0,-2.856,,0,,147.043,,87.1716,65
1545,20151231,ARL,44.383,1117.368,102.951,64.269,0,-2.856,-34.509,1003.545,148.39,120.862,76.462,87.1716,65
1545,20161231,ARL,56.303,1174.909,101.871,74.125,0,-2.731,17.446,1066.603,151.236,140.116,81.244,80.2074,65
1545,20161231,ARL,56.303,1174.909,,,0,-2.731,,0,,162.028,,80.2074,65
1559,20121231,AMS,0.263,73.323,19.929,4.153,0.01,0.038,6.871,94.901,4.107,17.048,8.198,12.5744,80
1559,20131231,AMS,0.572,71.742,19.62,4.331,0.009,-0.312,8.076,95.18,4.665,17.584,8.241,12.7669,80
1559,20141231,AMS,0.421,67.528,21.426,3.967,0.009,-0.952,6.773,96.608,3.323,15.417,7.597,15.0644,80
1559,20151231,AMS,0.375,54.114,20.13,3.694,0.009,-1.522,8.548,94.784,3.145,16.548,7.19,9.8698,80
1559,20161231,AMS,0.319,60.598,21.495,3.643,0.009,0.93,8.378,104.88,4.375,18.7,7.445,18.3178,80
1562,20130430,AMSWA,1.207,113.07,83.244,41.983,0.377,10.411,19.128,33.971,16.92,100.467,82.53,227.0874,73
1562,20140430,AMSWA,1.382,131.22,92.56,41.646,0.383,10.331,18.311,34.226,19.795,100.601,83.402,272.0119,73
1562,20150430,AMSWA,0.92,134.266,92.926,45.019,0.402,8.128,10.024,35.18,19.603,102.873,87.415,277.5604,73
1562,20160430,AMSWA,1.28,136.724,94.894,48.883,0.42,10.242,18.291,35.833,20.548,113.889,94.744,263.8809,73
1562,20170430,AMSWA,1.541,148.774,103.75,45.485,0.372,14.621,19.78,30.208,19.871,106.286,91.741,324.9972,73
1585,20121231,AVD,32.838,399.89,225.077,191.578,0.504,36.867,40.424,116.159,77.303,366.19,293.569,884.1279,28
1585,20131231,AVD,40.702,447.443,257.953,194.829,0.499,34.449,-6.214,131.419,85.04,381.021,310.735,697.4145,28
1585,20141231,AVD,20.411,473.171,261.637,167.806,0.382,4.841,-34.095,133.241,94.387,298.634,276.546,338.1304,28
1585,20151231,AVD,15.343,443.539,268.395,161.006,0.347,6.591,78.568,139.591,75.557,289.382,261.384,408.9239,28
1585,20161231,AVD,24.358,429.956,282.19,167.498,0.395,12.788,46.406,133.569,87.206,312.113,275.246,562.4164,28
1598,20121231,AME,321.183,5190.056,2535.151,2102.338,13.7,459.132,612.464,979.883,507.85,3334.213,2482.87,9144.3502,38
1598,20131231,AME,347.638,5877.902,3136.121,2262.223,14.5,516.999,660.659,1044.297,536.701,3594.136,2660.4,12904.466,38
1598,20141231,AME,386.207,6420.963,3239.561,2522.157,15.4,584.46,725.962,1113.256,585.462,4021.964,2984.794,12701.4611,38
1598,20151231,AME,365.355,6664.53,3254.626,2432.727,15.4,590.859,672.54,1184.611,603.295,3974.295,2880.514,12621.2489,38
1598,20161231,AME,369.537,7100.674,3256.513,2371.548,15.7,512.158,756.835,1164.447,592.326,3840.087,2832.918,11147.8194,38
1602,20121231,AMGN,905,54298,19060,2115,18,4345,5882,11947,2518,17265,10215,65193.06,28
1602,20131231,AMGN,787,66125,22096,2060,20,5081,6291,12291,2719,18676,11100,86084.768,28
1602,20141231,AMGN,1212,69009,25778,2127,17.9,5158,8555,12256,2568,20063,11107,121124.116,28
1602,20151231,AMGN,965,71576,28083,2067,17.9,6939,9077,12172,2995,21662,10951,122396.82,28
1602,20161231,AMGN,917,77626,29875,2056,19.2,7722,10354,12427,3165,22991,10991,107932.222,28
1613,20121231,AP,15.839,533.179,192.093,225.906,1.178,8.355,25.444,302.057,72.794,292.905,266.436,206.7131,34
1613,20131231,AP,15.768,502.673,234.995,217.342,1.109,12.437,37.774,314.2,74.779,281.05,257.024,201.7549,34
1613,20141231,AP,16.721,536.409,205.148,218.597,1.076,-1.187,19.975,320.315,71.863,272.858,255.977,200.7005,34
1613,20151231,AP,13.959,506.156,211.423,195.737,1.027,1.373,20.505,327.491,61.877,238.48,230.915,107.1144,34
1613,20161231,AP,37.104,565.889,147.918,272.052,1.915,-79.82,-5.634,411.538,85.233,331.866,327.171,205.5393,34
1618,20130430,AXR,77.895,195.856,72.541,69.821,1.2,-2.838,-11.614,53.236,47.485,83.001,82.349,,73
1618,20130430,AXR,78.532,195.856,,,1.2,-2.838,,53.236,,83.001,,,73
1618,20140430,AXR,56.748,184.948,,,1.278,-2.939,,51.887,,87.337,,,73
1618,20140430,AXR,62.088,184.948,79.301,76.006,1.278,-2.939,-6.572,51.887,43.509,87.337,87.26,,73
1618,20150430,AXR,1.641,138.729,93.321,43.233,0.57,-3.584,9.962,39.098,11.265,49.79,51.309,41.1662,73
1618,20150430,AXR,1.641,138.729,,,0.57,-3.584,,39.098,,49.79,,41.1662,73
1618,20160430,AXR,0.837,120.628,,,0.455,-10.224,,35.004,,41.664,,35.8626,73
1618,20160430,AXR,0.837,120.628,82.844,39.315,0.455,-10.224,3.467,35.004,7.319,41.664,46.277,35.8626,73
1618,20170430,AXR,0.619,106.676,84.833,34.624,0.404,-0.015,10.437,34.345,6.379,42.368,39.657,48.5488,73
1618,20170430,AXR,0.619,106.676,,,0.404,-0.015,,34.345,,42.451,,48.5488,73
1632,20131031,ADI,119.994,6381.75,4739.576,830.862,9.1,673.487,912.345,2292.894,325.144,2633.689,1733.817,15334.5185,36
1632,20141031,ADI,138.967,6859.69,4757.897,857.41,9.6,629.32,871.602,2478.348,396.605,2864.773,1811.773,15441.9921,36
1632,20151031,ADI,174.247,7062.178,5072.959,1034.709,9.7,696.878,907.798,2602.095,466.527,3435.092,2051.523,18761.1073,36
1632,20161031,ADI,171.439,7970.278,5165.618,1047.72,10,861.664,1280.895,2676.878,477.609,3421.409,2078.012,19753.7611,36
1633,20130731,ALOG,32.138,587.784,486.396,313.376,1.7,31.121,41.443,229.427,114.138,550.363,479.951,873.4567,38
1633,20140731,ALOG,37.241,614.342,512.58,275.588,1.7,34.48,47.931,238.865,115.753,517.548,462.02,889.7424,38
1633,20150731,ALOG,30.493,627.97,531.41,287.497,1.679,33.481,38.71,240.699,129.701,540.291,476.701,1001.5587,38
1633,20160731,ALOG,28.575,632.897,531.177,257.831,1.577,12.127,32.987,256.29,115.416,508.848,440.175,1041.5959,38
1633,20170731,ALOG,27.179,538.083,460.494,262.456,1.51,-74.237,75.126,267.576,82.273,486.372,445.068,875.2536,38
1650,20121231,ANDR,0.198,3.73,1.946,0.992,0.018,-1.493,-0.358,0.698,0.229,3.325,4.098,2.0391,36
1650,20131231,ANDR,0.341,2.789,0.851,0.734,0.017,-1.118,-0.693,0.705,0.369,3.251,3.642,3.5238,36
1650,20141231,ANDR,0.601,4.99,-1.999,1.034,0.015,-2.893,1.771,0.71,0.295,2.787,5.349,4.9001,36
1650,20151231,ANDR,2.15,8.711,1.193,0.034,0.011,2.468,0.731,0.536,2.308,13.235,10.465,4.4962,36
1650,20161231,ANDR,0.719,3.71,0.132,0.339,0.009,-1.254,-2.518,0.536,0.174,3.582,4.754,4.5441,36
1659,20121231,ANDE,584.171,2182.304,594.413,4865.905,3.111,79.48,328.482,946.566,208.877,5272.01,5112.834,799.8276,51
1659,20131231,ANDE,592.183,2273.556,701.474,5181.849,3.238,89.939,337.188,1008.381,173.93,5604.574,5456.382,1675.7718,51
1659,20141231,ANDE,535.974,2364.692,803.103,4079.432,3.345,109.726,-10.071,1173.829,183.059,4540.071,4398.313,1539.0938,51
1659,20151231,ANDE,668.788,2359.101,764.254,3744.201,3.443,-13.067,154.134,1252.551,170.912,4198.495,4077.415,884.2483,51
1659,20161231,ANDE,581.826,2232.849,774.361,3494.959,2.998,11.594,39.585,1269.932,194.698,3924.79,3813.354,1261.8363,51
1661,20121231,NBR,499.01,12656.022,5939.117,4483.32,24.5,241.434,1565.705,14436.262,1382.623,6989.573,5015.888,4196.2656,13
1661,20131231,NBR,545.512,12159.811,5963.274,3981.828,25.85,154.161,1421.223,15244.631,1399.543,6152.015,4507.158,5017.096,13
1661,20141231,NBR,780.06,11879.942,4908.619,4505.064,29,-668.696,1781.911,15427.115,1517.503,6804.197,5063.678,3756.5158,13
1661,20151231,NBR,271.984,9537.84,4282.71,2371.436,13.5,-329.878,856.556,13336.457,784.671,3864.437,2745.211,2392.8758,13
1661,20161231,NBR,264.578,8187.015,3247.025,1344.298,13,-1011.379,531.905,13556.735,508.355,2227.839,1609.455,4656.37,13
1678,20121231,APA,1092,60737,30066,6059,5.976,2001,8504,94147,3086,16947,6590,30743.8185,13
1678,20131231,APA,1616,61637,33396,5361,5.342,2232,9835,99819,2952,16402,5864,34012.7316,13
1678,20141231,APA,1210,55952,25937,8431,4.95,-4886,8461,103458,2024,13749,8865,23595.5684,13
1678,20151231,APA,618,18842,2566,27919,3.86,-22348,2984,93825,1253,6383,28296,16811.172,13
1678,20161231,APA,585,22519,6238,2302,3.727,-1372,2430,46749,1128,5367,2913,24083.0568,13
1681,20121231,ASOE,0.262,27.171,14.737,3.917,0.092,-5.228,-3.228,21.545,0.472,4.485,8.746,10.8629,33
1681,20131231,ASOE,0.649,27.701,13.403,15.619,0.092,-3.119,-1.894,21.929,0.737,16.839,18.417,20.1548,33
1681,20141231,ASOE,0.112,21.68,9.298,3.215,0.076,-4.037,-0.342,19.663,0.383,4.276,4.683,10.5813,33
1686,20130228,APOG,34.235,520.141,333.318,530.191,3.871,18.778,40.523,426.335,122.541,700.224,648.505,735.3761,32
1686,20140228,APOG,47.241,565.357,352.63,581.393,4.266,27.986,52.921,469.654,155.887,771.445,705.86,991.2323,32
1686,20150228,APOG,56.516,612.057,382.476,697.892,4.802,50.516,68.563,492.603,176.738,933.936,842.851,1331.9425,32
1686,20160229,APOG,64.762,657.44,406.195,707.819,4.614,65.342,123.951,522.089,172.832,981.189,853.996,1145.3521,32
1686,20170228,APOG,63.182,784.658,470.577,790.91,5.511,85.79,124.001,583.254,187.483,1114.533,960.708,1639.9796,32
1689,20121231,AEP1,195.203,10507.668,3052.562,2326.706,2.128,257.503,690.045,11306.281,320.675,3276.931,2326.706,,49
1689,20131231,AEP1,169.184,11310.648,3229.432,2529.202,1.967,193.211,814.395,12587.2,309.702,3417.406,2529.202,,49
1689,20141231,AEP1,166.821,11232.382,3366.928,2084.01,1.902,215.415,761.737,13005.379,239.619,3053.078,2084.01,,49
1689,20151231,AEP1,196.5,11648.3,3475,1863.9,1.836,340.6,792.4,12832,187.9,2963.5,1863.9,,49
1689,20161231,AEP1,253.7,11977.2,3583.5,1869.4,1.845,369.1,894.7,13462.6,235.9,3001.2,1869.4,,49
1690,20130930,AAPL,22367,207000,123549,99849,84.4,37037,53666,28519,20641,170910,115154,428699.7978,36
1690,20140930,AAPL,30196,231839,111547,104312,97,39510,59713,39015,27219,182795,122346,591015.7208,36
1690,20150930,AAPL,35490,290479,119355,129589,110,53394,81266,49257,30343,233715,151985,615336.4559,36
1690,20160930,AAPL,37294,321686,128249,121576,116,45687,65824,61245,29299,215091,145815,603253.5663,36
1690,20170930,AAPL,49049,375319,,130891,,48351,63598,,35673,229234,157733,790050.0981,36
1704,20131031,AMAT,582,12043,7088,4134,13.7,256,623,2817,1640,7509,6264,21497.42,35
1704,20141031,AMAT,613,13174,7868,4878,14.95,1072,1800,2848,1670,9072,7099,26971.89,35
1704,20151031,AMAT,658,15308,7613,5326,15.5,1377,1163,2946,1739,9659,7596,19453.2,35
1704,20161031,AMAT,813,14588,7217,5949,16.7,1721,2466,3043,2279,10825,8277,31348.24,35
1706,20130831,ATU,154.049,2119.332,1080.267,741.829,6.7,147.577,193.789,357.869,219.075,1279.742,1029.995,2608.203,35
1706,20140831,ATU,145.798,1856.879,1001.711,817.521,5.8,141.453,125.234,334.752,227.008,1399.862,1149.114,2235.7931,35
1706,20150831,ATU,118.115,1636.917,673.001,758.507,5.6,19.872,128.968,318.498,193.081,1249.254,1053.808,1269.3766,35
1706,20160831,ATU,115.051,1442.538,520.95,721.179,5.2,-105.174,117.697,309.866,186.829,1149.41,992.976,1404.8738,35
1706,20170831,ATU,133.387,1516.955,500.539,693.431,5.4,-66.213,87.847,271.272,190.206,1095.784,970.719,1437.2521,35
1712,20121231,TREC,6.306,120.376,81.943,188.797,0.168,10.321,21.373,69.07,16.984,222.858,201.579,197.778,29
1712,20131231,TREC,7.362,143.667,102.93,197.296,0.166,19.498,13.242,75.716,22.64,236.227,211.968,298.69,29
1712,20141231,TREC,9.535,232.074,121.099,238.784,0.271,15.571,23.205,113.718,28.705,289.643,258.485,352.4325,29
1712,20151231,TREC,8.09,258.811,142.096,174.272,0.296,18.598,39.565,144.059,27.146,241.976,196.875,299.3176,29
1712,20161231,TREC,13.306,292.099,164.087,163.481,0.31,19.428,28.514,195.074,26.176,212.399,183.915,335.4747,29
1718,20130630,AOXY,0.023,0.585,0.248,0,0.002,0.034,0.007,0.579,0,0.061,0.027,0.4585,65
1718,20140630,AOXY,0.009,0.708,0.183,0.001,0.002,-0.065,-0.11,0.606,0,0.045,0.106,0.454,65
1718,20150630,AOXY,0.024,0.548,0.109,0,0.002,-0.074,0.027,0.479,0,0.039,0.015,0.0704,65
1718,20160630,AOXY,0.003,0.643,0.264,0.013,0.001,0.011,-0.012,0.596,0.001,0.036,0.013,0.1376,65
1718,20170630,AOXY,0.001,0.671,0.29,0.02,0.001,0,0.01,0.62,0.001,0.036,0.02,0.2293,65
1722,20131231,ADM,9345,43752,20156,85066,31.1,1342,5226,23530,5098,89804,86771,28600.6,20
1722,20141231,ADM,10200,44027,19575,75556,33.9,2248,4962,22972,4638,81201,77365,33124,20
1722,20151231,ADM,10178,40157,17899,62808,32.3,1849,2481,23274,4660,67702,64818,21824.6,20
1722,20161231,ADM,9616,39769,17173,57762,31.8,1279,1475,23497,4405,62346,59783,26157.45,20
1742,20121231,PNW1,215.577,13242.542,4093,2027.118,6.534,395.497,1175.379,16089.533,366.32,3293.489,2027.118,,49
1742,20131231,PNW1,281.237,13381.377,4308.884,2156.91,6.352,424.969,1194.691,16996.868,392.648,3451.251,2156.91,,49
1742,20141231,PNW1,289.93,14215.004,4478.243,2233.854,6.279,421.219,1124.167,17451.561,395.151,3488.946,2233.854,,49
1742,20151231,PNW1,291.574,14982.182,4679.254,2125.932,6.309,450.274,1100.03,17775.806,367.543,3492.357,2125.932,,49
1742,20161231,PNW1,259.161,15931.175,4905.68,2127.512,6.244,462.141,1009.948,18540.671,367.523,3489.754,2127.512,,49
1743,20121231,ARCB,84.292,1034.462,458.999,1990.684,9.9,-7.732,84.534,1079.32,187.17,2065.999,1990.684,244.6519,42
1743,20131231,ARCB,89.091,1017.326,520.461,2192.09,11.42,15.811,93.504,1094.59,209.812,2299.549,2192.09,869.9207,42
1743,20141231,ARCB,104.23,1127.622,560.883,2458.703,13.238,46.177,143.766,1161.925,234.638,2612.693,2458.703,1207.6603,42
1743,20151231,ARCB,130.869,1262.909,588.728,2498.693,13,44.854,146.019,1271.398,242.815,2666.905,2498.693,553.1026,42
1743,20161231,ARCB,133.301,1309.992,598.897,2560.197,13,18.652,110.258,1351.7,273.977,2700.219,2560.197,708.0889,42
1745,20121231,ETR1,39.288,7819.445,1579.616,1556.402,1.372,152.365,509.117,9204.62,281.828,2127.004,1556.402,,49
1745,20131231,ETR1,149.802,8034.89,1719.718,1611.529,1.274,161.948,401.25,9330.459,317.644,2190.159,1611.529,,49
1745,20141231,ETR1,56.078,8807.925,1824.237,1618.645,1.16,121.392,403.826,9718.159,288.227,2172.391,1618.645,,49
1745,20151231,ETR1,110.464,8747.774,1891.658,1776.847,1.217,74.272,474.89,10212.062,265.196,2253.564,1776.847,,49
1745,20161231,ETR1,239.711,9606.117,2253.317,1422.455,1.242,167.212,676.511,11100.201,294.65,2086.608,1422.455,,49
1773,20121231,ARW,3769.268,10785.687,3983.222,17667.842,16.5,506.332,675.033,1206.935,4923.898,20405.128,19517.376,4036.5181,50
1773,20131231,ARW,4503.2,12060.883,4180.232,18566.356,16.5,399.42,450.691,1280.621,5769.759,21357.285,20439.994,5421.528,50
1773,20141231,ARW,5027.103,12442.856,4153.97,19772.779,17,498.045,673.301,1314.345,6043.85,22768.674,21732.528,5551.3616,50
1773,20151231,ARW,5192.665,13021.93,4142.443,20246.77,18.5,497.726,655.079,1435.673,6161.418,23282.02,22233.019,4926.2081,50
1773,20161231,ARW,5774.151,14206.366,4413.438,20681.062,18.7,522.75,355.806,1496.254,6746.687,23825.261,22733.925,6339.4969,50
1783,20121130,ARTW,0.654,31.229,17.071,25.572,0.194,2.665,5.004,23.418,2.778,36.457,31.276,22.1513,35
1783,20131130,ARTW,0.806,32.768,18.294,25.156,0.208,1.551,-0.002,26.171,3.109,34.227,31.575,25.2897,35
1783,20141130,ARTW,0.875,32.846,19.252,26.539,0.204,0.935,1.942,26.578,3.062,36.17,33.598,21.4196,35
1783,20151130,ARTW,0.522,31.332,18.52,20.233,0.131,-0.558,0.285,23.391,2.404,27.936,27.002,12.3373,35
1783,20161130,ARTW,0.47,27.243,17.476,15.566,0.126,-0.426,2.382,19.743,1.686,21.558,21.272,13.3543,35
1794,20130930,ASH,885,12088,4553,5016,15,677,733,4765,1471,7813,6150,7120.96,28
1794,20140930,ASH,674,10951,3583,4298,11,72,643,4275,1202,6121,5547,7287,28
1794,20150930,ASH,573,10064,3037,3521,10.5,191,334,4144,961,5387,4571,6741.54,28
1794,20160930,ASH,541,9697,3347,3066,11,2,663,4343,894,4948,4031,7188.9,28
1820,20130131,ALOT,1.938,79.913,63.837,36.165,0.342,2.038,3.863,33.886,9.926,61.224,56.967,73.69,35
1820,20140131,ALOT,2.374,77.964,66.614,40.108,0.304,1.237,-3.567,34.96,11.856,68.592,65.468,103.2833,35
1820,20150131,ALOT,3.155,74.33,63.511,49.307,0.34,4.662,1.491,36.823,14.535,88.347,79.053,108.4025,35
1820,20160131,ALOT,3.192,77.963,67.373,54.435,0.329,4.525,7.727,39.713,15.666,94.658,86.55,115.196,35
1820,20170131,ALOT,4.957,83.665,70.537,56.528,0.312,4.228,6.953,40.378,15.702,98.448,89.136,103.4322,35
1823,20121231,ATRO,10.592,211.989,125.134,190.304,1.156,21.874,24.178,87.267,45.473,266.446,227.121,326.6244,36
1823,20131231,ATRO,25.255,491.271,171.509,235.979,1.715,27.266,49.549,108.189,60.942,339.937,274.932,909.6105,36
1823,20141231,ATRO,27.903,562.91,228.177,448.197,2,56.17,99.874,162.582,88.888,661.039,532.877,1214.4917,36
1823,20151231,ATRO,27.138,609.243,300.225,478.737,2.304,66.974,78.501,182.93,95.277,692.279,566.078,1040.5814,36
1823,20161231,ATRO,25.07,604.344,337.449,448.556,2.304,48.424,48.854,192.168,109.415,633.123,534.884,983.5694,36
1837,20121231,SO7,945,14141,3413,2877,6.121,271,1003,10478,1335,3922,2877,4710.6644,49
1837,20131231,SO7,1092,14550,3568,3184,6.094,290,971,10938,1493,4209,3184,5615.1275,49
1837,20141231,SO7,1089,14909,3784,3912,5.165,562,655,11552,1541,5385,3912,6521.958,49
1837,20151231,SO7,673,14754,3929,2740,5.203,353,1381,12566,932,3941,2740,7681.2564,49
1837,20161231,SO7,945,21853,9109,2498,10.576,245,785,15004,1275,3557,2498,,49
1860,20130930,ATW,95.827,3657.266,2207.371,458.925,1.83,350.224,432.11,3746.005,204.361,1063.663,515.711,3525.6973,13
1860,20140930,ATW,94.315,4507.228,2555.524,562.353,1.905,340.822,442.62,4568.153,248.944,1173.953,623.814,2811.9758,13
1860,20150930,ATW,70.161,4809.011,2947.17,559.165,1.868,432.573,604.287,4815.962,320.219,1395.851,616.394,957.5257,13
1860,20160930,ATW,25.299,4539.792,3230.386,406.826,0.938,265.272,625.008,4848.014,119.186,1020.644,457.376,563.1033,13
1864,20130131,REX,4.655,405.33,246.352,628.12,0.102,-2.924,17.048,283.713,12.914,657.737,640.665,178.0397,28
1864,20140131,REX,6.626,427.868,279.281,585.025,0.105,33.919,64.435,274.077,16.754,666.091,602.871,331.776,28
1864,20150131,REX,9.21,456.947,349.971,413.904,0.106,86.776,137.216,280.625,11.813,572.23,433.326,438.4735,28
1864,20160131,REX,10.212,414.685,311.263,367.015,0.116,31.436,40.19,289.97,18.92,436.488,386.828,355.2026,28
1864,20170131,REX,9.171,454.024,340.435,363.241,0.114,32.333,69.109,300.548,12.971,453.799,384.629,544.7598,28
1878,20130131,ADSK,94.2,4308.4,2043.2,110.9,7.3,247.4,559.1,445.8,495.1,2312.2,1834.8,8693.568,73
